# Legacy compaction ledger. Canonical schema: task_contracts/en/DOC-COMPACT-MANIFEST.md
schema	1
batch	DOC-247-COMPLETION-COMPACT	doc/design/task_contracts/en/DOC-247-COMPLETION-COMPACT.md	doc/design/task_contracts/ja/DOC-247-COMPLETION-COMPACT.md	12da6c943ebc9cdd21c2ab8be9d5c72a1350c2bce74e07a5e81cf272c921385c	1	4	4	8
batch	DOC-248P-DOC-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-248P-DOC-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-248P-DOC-REVIEW-COMPACT.md	d3549958ec578a603d18a15d62175db616cd60d312e733e5bd3574ad9a534a21	1	8	8	8
batch	DOC-249M-ACTIVE-EVIDENCE-COMPACT	doc/design/task_contracts/en/DOC-249M-ACTIVE-EVIDENCE-COMPACT.md	doc/design/task_contracts/ja/DOC-249M-ACTIVE-EVIDENCE-COMPACT.md	bb38229607a2a3eaa81e7b8d4ab8218c8ce42f0f86de91dd7471b3f205ed0b66	1	16	16	8
batch	DOC-249PI-DOC-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-249PI-DOC-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-249PI-DOC-REVIEW-COMPACT.md	b5d183379643e68f5b87b530c59b8e5425dc2b3a286eaaea54b6fee116a1ea76	1	8	8	8
batch	DOC-249S-ACTIVE-EVIDENCE-COMPACT	doc/design/task_contracts/en/DOC-249S-ACTIVE-EVIDENCE-COMPACT.md	doc/design/task_contracts/ja/DOC-249S-ACTIVE-EVIDENCE-COMPACT.md	71017a5197eb6bac76a8d6e079ee17f24301db20a19ca84c00df120e24155acf	1	24	24	8
batch	DOC-258AB-COMPACT	doc/design/task_contracts/en/DOC-258AB-COMPACT.md	doc/design/task_contracts/ja/DOC-258AB-COMPACT.md	c472137844a8f41c6e3ad7ab96b8a8de559df962979b148c2dc706b1de6acbd8	3	38	18	16
batch	DOC-258B3M2B2B2C-FINAL-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-258B3M2B2B2C-FINAL-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-258B3M2B2B2C-FINAL-REVIEW-COMPACT.md	a8b45aaac013212a4fcc90f28f7204f54ee1353dca25c57a09d799a10df4bc7d	1	18	18	8
batch	DOC-258B3M2B2B3-ACDE-COMPACT	doc/design/task_contracts/en/DOC-258B3M2B2B3-ACDE-COMPACT.md	doc/design/task_contracts/ja/DOC-258B3M2B2B3-ACDE-COMPACT.md	89f03fdf9d967a1c5d72bbf4830acf1d8af7fa4af94d8da62e386f2c1bb857a9	4	8	2	20
batch	DOC-258B3M2B2B3P-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-258B3M2B2B3P-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-258B3M2B2B3P-REVIEW-COMPACT.md	9b72ed0867a2e459ac989cd11e185f859dd8c1f5390ba923de5544c69e80f8dd	1	12	12	8
batch	DOC-258B4C-DOC-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-258B4C-DOC-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-258B4C-DOC-REVIEW-COMPACT.md	94dff8e850fb803a1b11aebbc42dcc5f66557bcfb242ba17e822e83f8e2ca551	1	8	8	8
batch	DOC-258B5A-COMPACT	doc/design/task_contracts/en/DOC-258B5A-COMPACT.md	doc/design/task_contracts/ja/DOC-258B5A-COMPACT.md	7484411f88cb4009b4ad6ea0cd9bd0e1d99e1e92fe4e0bf2bc9c578369510e34	1	14	14	8
batch	DOC-260-DOC-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-260-DOC-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-260-DOC-REVIEW-COMPACT.md	0685c2259dbf909f4e8724d479ddd979f5695084df18484dd74ade26eb99f9e1	1	6	6	8
batch	DOC-269A-DOC-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-269A-DOC-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-269A-DOC-REVIEW-COMPACT.md	67c14cc574974b8cbd062daeca5ed30fca34129f96619fe84475e70a9cf4d32f	1	8	8	8
batch	DOC-269B-DOC-REVIEW-COMPACT	doc/design/task_contracts/en/DOC-269B-DOC-REVIEW-COMPACT.md	doc/design/task_contracts/ja/DOC-269B-DOC-REVIEW-COMPACT.md	3e081810f038edf8c3a75f9a222e02dcb8ea07d42b957d911df04ce8ad33b96f	1	22	22	8
batch	DOC-269CTGP-COMPACT	doc/design/task_contracts/en/DOC-269CTGP-COMPACT.md	doc/design/task_contracts/ja/DOC-269CTGP-COMPACT.md	370df3c1cc663091ce777024d735534d25d562262e1f48515d2c3e13e1f87efe	2	12	8	12
batch	DOC-269G-COMPACT	doc/design/task_contracts/en/DOC-269G-COMPACT.md	doc/design/task_contracts/ja/DOC-269G-COMPACT.md	deba263f24954ac6f7e081a3919933277fbb7152e5f256c38b9b992231716b53	3	116	40	16
batch	DOC-269G-INTERMEDIATE-COMPACT	doc/design/task_contracts/en/DOC-269G-INTERMEDIATE-COMPACT.md	doc/design/task_contracts/ja/DOC-269G-INTERMEDIATE-COMPACT.md	d934963a0043aa5a6b7c4b04bbc86ee27875484c6a2d58cff040fcb493c8b3b3	4	142	36	20
batch	DOC-269GT-COMPACT	doc/design/task_contracts/en/DOC-269GT-COMPACT.md	doc/design/task_contracts/ja/DOC-269GT-COMPACT.md	319638d715de101065fe65fd16a15f7bacbc07dc52db12dd8479cbcd492ad5e2	1	38	38	8
batch	DOC-269SD-COMPACT	doc/design/task_contracts/en/DOC-269SD-COMPACT.md	doc/design/task_contracts/ja/DOC-269SD-COMPACT.md	66087afe7a11a73aafeda4853dba2b684ef9edccae5fc014cc8fa01bb8265f8b	2	82	42	12
index	DOC-247-COMPLETION-COMPACT	247	en	doc/design/mizar-checker/en/00.crate_plan.md	| 247 | [EN contract](../../task_contracts/en/247.md) |
index	DOC-247-COMPLETION-COMPACT	247	en	doc/design/mizar-test/en/00.crate_plan.md	| 247 | [EN contract](../../task_contracts/en/247.md) |
index	DOC-247-COMPLETION-COMPACT	247	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| 247 | [JA contract](../../task_contracts/ja/247.md) |
index	DOC-247-COMPLETION-COMPACT	247	ja	doc/design/mizar-test/ja/00.crate_plan.md	| 247 | [JA contract](../../task_contracts/ja/247.md) |
index	DOC-247-COMPLETION-COMPACT	DOC-247-COMPLETION-COMPACT	en	doc/design/mizar-checker/en/00.crate_plan.md	| DOC-247-COMPLETION-COMPACT | [EN contract](../../task_contracts/en/DOC-247-COMPLETION-COMPACT.md) |
index	DOC-247-COMPLETION-COMPACT	DOC-247-COMPLETION-COMPACT	en	doc/design/mizar-test/en/00.crate_plan.md	| DOC-247-COMPLETION-COMPACT | [EN contract](../../task_contracts/en/DOC-247-COMPLETION-COMPACT.md) |
index	DOC-247-COMPLETION-COMPACT	DOC-247-COMPLETION-COMPACT	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| DOC-247-COMPLETION-COMPACT | [JA contract](../../task_contracts/ja/DOC-247-COMPLETION-COMPACT.md) |
index	DOC-247-COMPLETION-COMPACT	DOC-247-COMPLETION-COMPACT	ja	doc/design/mizar-test/ja/00.crate_plan.md	| DOC-247-COMPLETION-COMPACT | [JA contract](../../task_contracts/ja/DOC-247-COMPLETION-COMPACT.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	248P	en	doc/design/mizar-checker/en/00.crate_plan.md	| 248P | [EN contract](../../task_contracts/en/248P.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	248P	en	doc/design/mizar-test/en/00.crate_plan.md	| 248P | [EN contract](../../task_contracts/en/248P.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	248P	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| 248P | [JA contract](../../task_contracts/ja/248P.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	248P	ja	doc/design/mizar-test/ja/00.crate_plan.md	| 248P | [JA contract](../../task_contracts/ja/248P.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	DOC-248P-DOC-REVIEW-COMPACT	en	doc/design/mizar-checker/en/00.crate_plan.md	| DOC-248P-DOC-REVIEW-COMPACT | [EN contract](../../task_contracts/en/DOC-248P-DOC-REVIEW-COMPACT.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	DOC-248P-DOC-REVIEW-COMPACT	en	doc/design/mizar-test/en/00.crate_plan.md	| DOC-248P-DOC-REVIEW-COMPACT | [EN contract](../../task_contracts/en/DOC-248P-DOC-REVIEW-COMPACT.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	DOC-248P-DOC-REVIEW-COMPACT	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| DOC-248P-DOC-REVIEW-COMPACT | [JA contract](../../task_contracts/ja/DOC-248P-DOC-REVIEW-COMPACT.md) |
index	DOC-248P-DOC-REVIEW-COMPACT	DOC-248P-DOC-REVIEW-COMPACT	ja	doc/design/mizar-test/ja/00.crate_plan.md	| DOC-248P-DOC-REVIEW-COMPACT | [JA contract](../../task_contracts/ja/DOC-248P-DOC-REVIEW-COMPACT.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	249M	en	doc/design/mizar-checker/en/00.crate_plan.md	| 249M | [EN contract](../../task_contracts/en/249M.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	249M	en	doc/design/mizar-test/en/00.crate_plan.md	| 249M | [EN contract](../../task_contracts/en/249M.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	249M	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| 249M | [JA contract](../../task_contracts/ja/249M.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	249M	ja	doc/design/mizar-test/ja/00.crate_plan.md	| 249M | [JA contract](../../task_contracts/ja/249M.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	DOC-249M-ACTIVE-EVIDENCE-COMPACT	en	doc/design/mizar-checker/en/00.crate_plan.md	| DOC-249M-ACTIVE-EVIDENCE-COMPACT | [EN contract](../../task_contracts/en/DOC-249M-ACTIVE-EVIDENCE-COMPACT.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	DOC-249M-ACTIVE-EVIDENCE-COMPACT	en	doc/design/mizar-test/en/00.crate_plan.md	| DOC-249M-ACTIVE-EVIDENCE-COMPACT | [EN contract](../../task_contracts/en/DOC-249M-ACTIVE-EVIDENCE-COMPACT.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	DOC-249M-ACTIVE-EVIDENCE-COMPACT	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| DOC-249M-ACTIVE-EVIDENCE-COMPACT | [JA contract](../../task_contracts/ja/DOC-249M-ACTIVE-EVIDENCE-COMPACT.md) |
index	DOC-249M-ACTIVE-EVIDENCE-COMPACT	DOC-249M-ACTIVE-EVIDENCE-COMPACT	ja	doc/design/mizar-test/ja/00.crate_plan.md	| DOC-249M-ACTIVE-EVIDENCE-COMPACT | [JA contract](../../task_contracts/ja/DOC-249M-ACTIVE-EVIDENCE-COMPACT.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	249PI	en	doc/design/mizar-checker/en/00.crate_plan.md	| 249PI | [EN contract](../../task_contracts/en/249PI.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	249PI	en	doc/design/mizar-test/en/00.crate_plan.md	| 249PI | [EN contract](../../task_contracts/en/249PI.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	249PI	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| 249PI | [JA contract](../../task_contracts/ja/249PI.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	249PI	ja	doc/design/mizar-test/ja/00.crate_plan.md	| 249PI | [JA contract](../../task_contracts/ja/249PI.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	DOC-249PI-DOC-REVIEW-COMPACT	en	doc/design/mizar-checker/en/00.crate_plan.md	| DOC-249PI-DOC-REVIEW-COMPACT | [EN contract](../../task_contracts/en/DOC-249PI-DOC-REVIEW-COMPACT.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	DOC-249PI-DOC-REVIEW-COMPACT	en	doc/design/mizar-test/en/00.crate_plan.md	| DOC-249PI-DOC-REVIEW-COMPACT | [EN contract](../../task_contracts/en/DOC-249PI-DOC-REVIEW-COMPACT.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	DOC-249PI-DOC-REVIEW-COMPACT	ja	doc/design/mizar-checker/ja/00.crate_plan.md	| DOC-249PI-DOC-REVIEW-COMPACT | [JA contract](../../task_contracts/ja/DOC-249PI-DOC-REVIEW-COMPACT.md) |
index	DOC-249PI-DOC-REVIEW-COMPACT	DOC-249PI-DOC-REVIEW-COMPACT	ja	doc/design/mizar-test/ja/00.crate_plan.md	| DOC-249PI-DOC-REVIEW-COMPACT | [JA contract](../../task_contracts/ja/DOC-249PI-DOC-REVIEW-COMPACT.md) |
index	DOC-249S-ACTIVE-EVIDENCE-COMPACT	249S	en	doc/design/mizar-checker/en/00.crate_plan.md	| 249S | [EN contract](../../task_contracts/en/249S.md) |
index	DOC-249S-ACTIVE-EVIDENCE-COMPACT	249S	en	doc/design/mizar-test/en/00.crate_plan.md	| 249S | [EN contract](../../task_contracts/en/249S.md) |
